Solar Orbiter data in 2022
fractional_year,O7_O6_ratio,C6_C4_ratio,C6_C5_ratio,Fe_O_ratio,O_ave_charge,velocity,density
2022.865273606957,0.1705999970436096,11.82126903533936,0.7228390574455261,0.1503270715475082,6.157212734222412,321.934,25.1054
2022.865292632864,0.1226862445473671,3.087605476379395,0.4240798354148865,0.1583321541547775,6.121323108673096,329.823,23.8782
2022.865311658739,0.1472907364368439,3.731561422348022,0.4782024025917053,0.1678370684385300,6.128622055053711,337.136,22.2555
2022.865330684646,0.1946141272783279,7.484000682830811,0.6148648858070374,0.1683361530303955,6.189793109893799,339.870,23.1270
2022.865349710521,0.1756931990385056,8.971459388732910,0.7194240093231201,0.2054406255483627,6.158028602600098,332.889,24.8326
2022.865368736428,0.1420677006244659,4.113402843475342,0.6227323412895203,0.1890277713537216,6.137811660766602,334.312,26.3157
2022.865387762303,0.2440310716629028,6.621078491210938,0.6665122509002686,0.1284247934818268,6.209137916564941,349.540,28.2778
2022.865406788210,0.1529835164546967,7.348603248596191,0.6608318090438843,0.1464243531227112,6.151386737823486,347.863,24.8706
2022.865425814085,0.1952022910118103,6.563044071197510,0.9172899723052979,0.1821741759777069,6.213845252990723,331.730,24.3249
2022.865444840024,0.1964458227157593,10.87315368652344,1.195963144302368,0.1538418084383011,6.183737754821777,329.877,25.3534
2022.865463865899,0.2160649895668030,8.467003822326660,0.7404903173446655,0.1708898693323135,6.208498001098633,325.582,25.0518
2022.865482891806,0.1448366940021515,7.441664695739746,1.134086847305298,0.1228576600551605,6.167692184448242,333.478,20.3510
2022.865501917681,0.1651849299669266,7.994903087615967,0.6218621730804443,0.1988235116004944,6.185064792633057,340.172,18.1599
2022.865520943588,0.1797860264778137,7.054415225982666,0.6631631255149841,0.1455471217632294,6.218860626220703,352.643,14.1395
2022.865539969463,0.09177614003419876,5.007733345031738,0.6317770481109619,0.1171319559216499,6.101050376892090,349.606,14.7031
2022.865558995370,0.1199192926287651,1.981296062469482,0.4676742255687714,0.1628707796335220,6.135692119598389,361.068,12.8415
2022.865578021245,0.1346961706876755,4.134507179260254,0.8194946050643921,0.1643327474594116,6.143039703369141,360.704,16.7278
2022.865597047153,0.08670502156019211,4.263497829437256,0.5065380334854126,0.2108833640813828,6.095986843109131,368.051,16.1732
2022.865616073028,0.1524455696344376,3.982414007186890,0.7126927971839905,0.1735414564609528,6.171987056732178,366.309,16.8337
2022.865635098934,0.1525107175111771,5.864212036132813,0.6570817232131958,0.2105374187231064,6.162683010101318,361.381,17.4856
2022.865654124810,0.1438675522804260,3.594678640365601,0.5599258542060852,0.1556085497140884,6.115754604339600,359.951,13.2780
2022.865673150717,0.1276552677154541,2.777426719665527,0.6544280052185059,0.1787368655204773,6.157057285308838,366.169,13.3321
2022.865692176592,0.1343198865652084,4.206346035003662,0.5454615950584412,0.1716502159833908,6.123600959777832,364.449,13.5845
2022.865711202499,0.07743050903081894,2.902595758438110,0.5071193575859070,0.1873633563518524,6.044683933258057,366.532,13.7082
2022.865730228374,0.1015764549374580,3.136705875396729,0.5954117178916931,0.1985367983579636,6.116101741790771,371.734,14.3126
2022.865749254281,0.1733769178390503,2.865473031997681,0.7320473194122314,0.2162669450044632,6.216249942779541,414.998,13.9821
2022.865754010749,0.07226548343896866,2.718943595886230,0.4721653163433075,0.1850220710039139,6.058333873748779,427.159,13.6655
2022.865773037100,0.09631109982728958,3.993213176727295,0.4664728641510010,0.2112259268760681,6.076385021209717,409.822,13.8564
2022.865792063007,0.1080252677202225,2.881113052368164,0.4295342564582825,0.2117103487253189,6.116472721099854,416.260,13.6380
2022.865811088883,0.09451492875814438,2.916996955871582,0.3946323096752167,0.2120112627744675,6.071295261383057,388.205,13.5945
2022.865830114789,0.1116535142064095,2.797961473464966,0.4254322648048401,0.1685695499181747,6.108075618743896,370.689,13.1093
2022.865849140665,0.1160211563110352,1.932692170143127,0.3699861764907837,0.1907452195882797,6.101659297943115,364.941,13.3482
2022.865868166572,0.09833610057830811,2.562718152999878,0.5466701388359070,0.2075119763612747,6.101646900177002,389.927,11.5246
2022.865887192447,0.1014617532491684,2.433155536651611,0.4507837295532227,0.1819980889558792,6.099666595458984,389.583,12.1803
2022.865906218354,0.09892250597476959,2.679547548294067,0.4715850353240967,0.1695090979337692,6.075644016265869,386.235,12.4816
2022.865925244260,0.1424743533134460,2.479099273681641,0.4670866727828979,0.1929840594530106,6.140959262847900,395.943,11.6761
2022.865944270136,0.1106164306402206,3.076431035995483,0.5190455913543701,0.2270499914884567,6.100327968597412,416.486,17.6649
2022.865963296043,0.1220386102795601,3.522566080093384,0.5135583281517029,0.1949485242366791,6.108473777770996,405.692,16.2977
2022.865982321918,0.1004529669880867,2.422774791717529,0.4777292013168335,0.2046039998531342,6.084332466125488,400.822,15.0560
2022.866001347856,0.09929279237985611,2.482500076293945,0.4543134272098541,0.2135233134031296,6.078178882598877,422.684,18.7430
2022.866020373732,0.1168053969740868,2.870347499847412,0.4660393893718719,0.2205839902162552,6.104979515075684,407.476,17.2683
2022.866039399638,0.1375241279602051,2.929389476776123,0.5212506055831909,0.1945568025112152,6.132304191589355,385.391,17.8063
2022.866058425514,0.1030211076140404,2.437268018722534,0.4602388143539429,0.1912427544593811,6.086843490600586,362.514,15.8584
